date,time,geography,service,user
2023-04-29,596,Kristiansand,profil,Per
2023-04-29,619,Oslo,profil,Per
2023-04-29,720,Bergen,meldinger,Kari
2023-04-29,973,Bergen,meldinger,Per
2023-04-30,931,Oslo,profil,Per
2023-04-30,1034,Stavanger,innstillinger,Kari
2023-04-30,362,Oslo,meldinger,Nils
2023-04-30,1312,Trondheim,meldinger,Ola
2023-04-30,329,Oslo,brukeranmeldelser,Per
2023-04-30,945,Trondheim,brukeranmeldelser,Per
2023-04-30,757,Bergen,brukeranmeldelser,Ola
2023-05-01,244,Kristiansand,meldinger,Nils
2023-05-01,639,Oslo,meldinger,Per
2023-05-01,1292,Bergen,brukeranmeldelser,Nils
2023-05-01,1030,Oslo,meldinger,Per
2023-05-01,820,Oslo,profil,Ola
2023-05-02,170,Trondheim,brukeranmeldelser,Ola
2023-05-02,1410,Kristiansand,meldinger,Nils
2023-05-02,415,Stavanger,innstillinger,Per
2023-05-02,24,Oslo,innstillinger,Anne
2023-05-02,1116,Oslo,meldinger,Ola
2023-05-03,629,Kristiansand,meldinger,Ola
2023-05-03,658,Oslo,brukeranmeldelser,Per
2023-05-03,898,Kristiansand,profil,Kari
2023-05-03,541,Bergen,meldinger,Ola
2023-05-03,383,Stavanger,meldinger,Per
2023-05-03,184,Stavanger,innstillinger,Anne
2023-05-03,824,Kristiansand,profil,Ola
2023-05-04,332,Stavanger,innstillinger,Nils
2023-05-04,220,Bergen,brukeranmeldelser,Kari
2023-05-04,322,Trondheim,profil,Kari
2023-05-04,205,Stavanger,meldinger,Kari
2023-05-04,842,Trondheim,innstillinger,Per
2023-05-04,1437,Bergen,profil,Kari
2023-05-05,904,Stavanger,profil,Anne
2023-05-05,316,Stavanger,innstillinger,Ola
2023-05-05,1224,Bergen,brukeranmeldelser,Per
2023-05-05,1391,Bergen,innstillinger,Nils
2023-05-05,1378,Trondheim,innstillinger,Nils
2023-05-06,1115,Stavanger,profil,Ola
2023-05-06,924,Oslo,innstillinger,Per
2023-05-06,726,Kristiansand,innstillinger,Kari
2023-05-06,857,Bergen,brukeranmeldelser,Anne
2023-05-06,937,Bergen,brukeranmeldelser,Anne
2023-05-06,1292,Trondheim,brukeranmeldelser,Kari
2023-05-06,1063,Trondheim,profil,Nils
2023-05-06,733,Bergen,innstillinger,Anne
2023-05-06,394,Bergen,profil,Ola
2023-05-06,1201,Trondheim,profil,Anne
2023-05-06,790,Oslo,innstillinger,Per
2023-05-07,504,Trondheim,profil,Kari
2023-05-07,60,Kristiansand,innstillinger,Ola
2023-05-07,155,Bergen,profil,Nils
2023-05-07,922,Bergen,meldinger,Anne
2023-05-07,974,Stavanger,profil,Anne
2023-05-07,339,Oslo,innstillinger,Anne
2023-05-07,391,Kristiansand,meldinger,Ola
2023-05-07,533,Kristiansand,innstillinger,Nils
2023-05-07,827,Oslo,innstillinger,Per
2023-05-07,365,Kristiansand,meldinger,Kari
2023-05-08,76,Bergen,innstillinger,Per
2023-05-08,330,Kristiansand,innstillinger,Ola
2023-05-08,687,Stavanger,innstillinger,Kari
2023-05-08,298,Trondheim,innstillinger,Nils
2023-05-08,572,Trondheim,brukeranmeldelser,Per
2023-05-08,858,Kristiansand,brukeranmeldelser,Kari
2023-05-08,802,Trondheim,meldinger,Anne
2023-05-08,916,Trondheim,profil,Kari
2023-05-08,507,Trondheim,profil,Nils
2023-05-08,165,Oslo,innstillinger,Per
2023-05-08,1379,Bergen,meldinger,Kari
2023-05-08,514,Kristiansand,brukeranmeldelser,Nils
2023-05-09,338,Stavanger,brukeranmeldelser,Ola
2023-05-09,382,Trondheim,profil,Kari
2023-05-09,73,Trondheim,brukeranmeldelser,Nils
2023-05-09,1299,Trondheim,profil,Kari
2023-05-09,993,Kristiansand,meldinger,Anne
2023-05-09,1338,Trondheim,brukeranmeldelser,Nils
2023-05-09,779,Stavanger,profil,Per
2023-05-09,1136,Stavanger,profil,Per
2023-05-09,1037,Trondheim,brukeranmeldelser,Kari
2023-05-09,913,Bergen,innstillinger,Kari
2023-05-09,470,Kristiansand,innstillinger,Kari
2023-05-09,1366,Trondheim,meldinger,Ola
2023-05-09,856,Bergen,profil,Ola
2023-05-09,832,Oslo,meldinger,Anne
2023-05-10,405,Oslo,brukeranmeldelser,Per
2023-05-10,429,Stavanger,profil,Per
2023-05-10,1135,Trondheim,meldinger,Ola
2023-05-10,206,Stavanger,profil,Anne
2023-05-10,165,Stavanger,innstillinger,Kari
2023-05-10,89,Kristiansand,profil,Nils
2023-05-10,804,Bergen,innstillinger,Ola
2023-05-10,875,Stavanger,innstillinger,Kari
2023-05-10,1052,Oslo,innstillinger,Per
2023-05-10,339,Trondheim,meldinger,Anne
2023-05-10,975,Trondheim,meldinger,Nils
2023-05-10,951,Kristiansand,meldinger,Kari
2023-05-11,1279,Trondheim,meldinger,Ola
2023-05-11,211,Bergen,brukeranmeldelser,Nils
2023-05-11,1246,Kristiansand,profil,Ola
2023-05-11,365,Stavanger,meldinger,Anne
2023-05-11,1332,Oslo,brukeranmeldelser,Anne
2023-05-11,1087,Kristiansand,meldinger,Per
2023-05-11,493,Bergen,profil,Kari
2023-05-11,1094,Bergen,profil,Anne
2023-05-11,762,Bergen,profil,Anne
2023-05-11,727,Stavanger,meldinger,Per
2023-05-11,484,Trondheim,brukeranmeldelser,Anne
2023-05-11,583,Trondheim,profil,Anne
2023-05-12,1116,Bergen,meldinger,Anne
2023-05-12,1072,Kristiansand,brukeranmeldelser,Anne
2023-05-12,35,Bergen,profil,Nils
2023-05-12,1246,Bergen,meldinger,Per
2023-05-12,1398,Stavanger,profil,Kari
2023-05-12,95,Bergen,innstillinger,Nils
2023-05-12,1151,Stavanger,innstillinger,Kari
2023-05-12,1366,Oslo,meldinger,Ola
2023-05-12,734,Oslo,meldinger,Per
2023-05-12,105,Bergen,brukeranmeldelser,Nils
2023-05-12,789,Oslo,innstillinger,Nils
2023-05-12,529,Stavanger,innstillinger,Kari
2023-05-13,1422,Kristiansand,brukeranmeldelser,Per
2023-05-13,1055,Stavanger,profil,Ola
2023-05-13,980,Kristiansand,innstillinger,Per
2023-05-13,200,Stavanger,profil,Anne
2023-05-13,1234,Oslo,meldinger,Anne
2023-05-14,911,Trondheim,brukeranmeldelser,Anne
2023-05-14,223,Kristiansand,brukeranmeldelser,Nils
2023-05-14,1252,Kristiansand,brukeranmeldelser,Kari
2023-05-14,187,Stavanger,innstillinger,Per
2023-05-14,1095,Kristiansand,innstillinger,Ola
2023-05-14,1210,Kristiansand,profil,Anne
2023-05-15,1435,Kristiansand,profil,Kari
2023-05-15,737,Oslo,profil,Nils
2023-05-15,1229,Bergen,meldinger,Kari
2023-05-15,698,Oslo,meldinger,Anne
2023-05-15,348,Stavanger,brukeranmeldelser,Nils
2023-05-15,1150,Kristiansand,profil,Ola
2023-05-15,382,Kristiansand,brukeranmeldelser,Anne
2023-05-16,275,Kristiansand,brukeranmeldelser,Anne
2023-05-16,931,Oslo,meldinger,Ola
2023-05-16,1296,Bergen,meldinger,Per
2023-05-16,108,Bergen,meldinger,Kari
2023-05-16,698,Kristiansand,brukeranmeldelser,Nils
2023-05-16,155,Kristiansand,innstillinger,Ola
2023-05-16,886,Bergen,meldinger,Per
2023-05-16,912,Bergen,brukeranmeldelser,Nils
2023-05-16,237,Kristiansand,meldinger,Per
2023-05-16,605,Oslo,innstillinger,Nils
2023-05-16,627,Stavanger,profil,Ola
2023-05-16,1387,Stavanger,profil,Nils
2023-05-16,416,Stavanger,brukeranmeldelser,Ola
2023-05-16,1390,Stavanger,meldinger,Ola
2023-05-17,1288,Oslo,brukeranmeldelser,Anne
2023-05-17,973,Oslo,innstillinger,Ola
2023-05-17,71,Stavanger,brukeranmeldelser,Kari
2023-05-17,106,Trondheim,meldinger,Per
2023-05-17,614,Oslo,brukeranmeldelser,Kari
2023-05-17,415,Kristiansand,brukeranmeldelser,Per
2023-05-18,423,Kristiansand,brukeranmeldelser,Per
2023-05-18,191,Oslo,brukeranmeldelser,Kari
2023-05-18,226,Trondheim,innstillinger,Kari
2023-05-18,816,Trondheim,profil,Nils
2023-05-18,1086,Stavanger,meldinger,Kari
2023-05-18,272,Stavanger,profil,Kari
2023-05-18,1142,Trondheim,innstillinger,Nils
2023-05-18,1241,Trondheim,innstillinger,Ola
2023-05-18,57,Stavanger,profil,Nils
2023-05-19,1128,Stavanger,profil,Anne
2023-05-19,82,Stavanger,meldinger,Per
2023-05-19,795,Bergen,profil,Ola
2023-05-19,815,Stavanger,innstillinger,Ola
2023-05-19,471,Stavanger,profil,Per
2023-05-20,366,Kristiansand,brukeranmeldelser,Anne
2023-05-20,801,Bergen,innstillinger,Kari
2023-05-20,509,Oslo,profil,Per
2023-05-20,915,Trondheim,meldinger,Per
2023-05-20,151,Trondheim,profil,Nils
2023-05-20,1306,Trondheim,innstillinger,Ola
2023-05-20,104,Stavanger,profil,Nils
2023-05-20,161,Stavanger,innstillinger,Per
2023-05-20,1155,Oslo,profil,Ola
2023-05-20,669,Bergen,brukeranmeldelser,Kari
2023-05-20,984,Oslo,innstillinger,Anne
2023-05-20,445,Oslo,innstillinger,Nils
2023-05-20,293,Bergen,profil,Nils
2023-05-21,974,Kristiansand,innstillinger,Ola
2023-05-21,888,Kristiansand,profil,Per
2023-05-21,624,Stavanger,meldinger,Kari
2023-05-21,470,Trondheim,profil,Anne
2023-05-21,660,Trondheim,profil,Anne
2023-05-21,871,Bergen,profil,Kari
2023-05-21,344,Oslo,innstillinger,Anne
2023-05-21,502,Kristiansand,innstillinger,Kari
2023-05-22,1260,Kristiansand,innstillinger,Nils
2023-05-22,442,Kristiansand,brukeranmeldelser,Nils
2023-05-22,584,Bergen,brukeranmeldelser,Kari
2023-05-22,359,Trondheim,profil,Anne
2023-05-22,107,Bergen,brukeranmeldelser,Anne
2023-05-22,890,Kristiansand,profil,Nils
2023-05-22,731,Oslo,meldinger,Per
2023-05-22,697,Bergen,meldinger,Nils
2023-05-22,542,Oslo,innstillinger,Anne
2023-05-23,277,Oslo,brukeranmeldelser,Nils
2023-05-23,760,Bergen,brukeranmeldelser,Per
2023-05-23,1358,Trondheim,brukeranmeldelser,Ola
2023-05-23,1231,Oslo,profil,Ola
2023-05-23,601,Oslo,profil,Nils
2023-05-24,495,Trondheim,profil,Nils
2023-05-24,1262,Kristiansand,meldinger,Nils
2023-05-24,268,Kristiansand,innstillinger,Ola
2023-05-24,674,Kristiansand,profil,Anne
2023-05-24,569,Oslo,profil,Ola
2023-05-25,1028,Stavanger,profil,Per
2023-05-25,709,Bergen,profil,Kari
2023-05-25,1411,Oslo,profil,Ola
2023-05-25,12,Trondheim,meldinger,Anne
2023-05-25,750,Trondheim,brukeranmeldelser,Anne
2023-05-25,418,Stavanger,innstillinger,Kari
2023-05-25,121,Kristiansand,brukeranmeldelser,Anne
2023-05-25,144,Bergen,brukeranmeldelser,Kari
2023-05-25,354,Kristiansand,profil,Anne
2023-05-25,825,Stavanger,innstillinger,Nils
2023-05-25,186,Stavanger,brukeranmeldelser,Anne
2023-05-25,857,Kristiansand,profil,Anne
2023-05-25,1310,Trondheim,meldinger,Kari
2023-05-25,200,Bergen,innstillinger,Nils
2023-05-26,875,Bergen,brukeranmeldelser,Kari
2023-05-26,1336,Bergen,profil,Kari
2023-05-26,657,Kristiansand,brukeranmeldelser,Per
2023-05-26,732,Bergen,meldinger,Anne
2023-05-26,1405,Kristiansand,profil,Nils
2023-05-26,493,Stavanger,brukeranmeldelser,Anne
2023-05-26,918,Bergen,meldinger,Per
2023-05-26,607,Kristiansand,profil,Ola
2023-05-26,1235,Trondheim,profil,Kari
2023-05-26,810,Stavanger,meldinger,Ola
2023-05-26,848,Trondheim,brukeranmeldelser,Ola
2023-05-27,453,Oslo,innstillinger,Kari
2023-05-27,149,Kristiansand,meldinger,Kari
2023-05-27,1001,Oslo,innstillinger,Kari
2023-05-27,75,Bergen,brukeranmeldelser,Ola
2023-05-27,250,Oslo,meldinger,Ola
2023-05-27,713,Kristiansand,meldinger,Kari
2023-05-27,1092,Oslo,innstillinger,Anne
2023-05-27,1260,Bergen,profil,Ola
2023-05-27,1016,Oslo,brukeranmeldelser,Per
2023-05-27,1357,Stavanger,innstillinger,Kari
2023-05-28,98,Trondheim,brukeranmeldelser,Kari
2023-05-28,404,Oslo,innstillinger,Nils
2023-05-28,893,Stavanger,brukeranmeldelser,Per
2023-05-28,809,Trondheim,meldinger,Per
2023-05-28,783,Trondheim,profil,Ola
2023-05-28,482,Trondheim,profil,Nils
2023-05-29,952,Trondheim,meldinger,Anne
2023-05-29,238,Stavanger,innstillinger,Per
2023-05-29,1356,Bergen,profil,Anne
2023-05-29,826,Trondheim,meldinger,Kari
2023-05-29,71,Stavanger,brukeranmeldelser,Anne
2023-05-29,16,Oslo,innstillinger,Nils
2023-05-29,980,Bergen,innstillinger,Nils
2023-05-29,803,Kristiansand,meldinger,Anne
2023-05-29,75,Bergen,meldinger,Nils
2023-05-29,1203,Kristiansand,brukeranmeldelser,Anne
2023-05-30,227,Trondheim,brukeranmeldelser,Anne
2023-05-30,617,Kristiansand,meldinger,Nils
2023-05-30,1334,Kristiansand,innstillinger,Anne
2023-05-30,280,Bergen,profil,Anne
2023-05-30,223,Kristiansand,profil,Per
2023-05-30,1053,Trondheim,meldinger,Nils
2023-05-30,33,Trondheim,profil,Nils
2023-05-31,220,Stavanger,innstillinger,Anne
2023-05-31,1390,Oslo,meldinger,Anne
2023-05-31,1010,Stavanger,meldinger,Kari
2023-05-31,1358,Stavanger,brukeranmeldelser,Ola
2023-05-31,1311,Bergen,profil,Anne
2023-05-31,915,Kristiansand,profil,Kari
2023-05-31,988,Bergen,brukeranmeldelser,Anne
2023-05-31,648,Stavanger,meldinger,Per
2023-05-31,489,Oslo,brukeranmeldelser,Kari
2023-05-31,1212,Kristiansand,innstillinger,Kari
2023-06-01,186,Bergen,profil,Anne
2023-06-01,193,Oslo,innstillinger,Anne
2023-06-01,143,Trondheim,innstillinger,Nils
2023-06-01,128,Kristiansand,innstillinger,Kari
2023-06-01,1350,Bergen,innstillinger,Per
2023-06-01,606,Oslo,meldinger,Ola
2023-06-02,558,Kristiansand,profil,Anne
2023-06-02,710,Bergen,innstillinger,Per
2023-06-02,1131,Bergen,meldinger,Kari
2023-06-02,1319,Trondheim,meldinger,Per
2023-06-02,492,Stavanger,meldinger,Kari
2023-06-03,794,Bergen,brukeranmeldelser,Ola
2023-06-03,655,Stavanger,profil,Per
2023-06-03,29,Stavanger,brukeranmeldelser,Anne
2023-06-03,1119,Bergen,innstillinger,Nils
2023-06-03,297,Kristiansand,innstillinger,Ola
2023-06-03,1384,Kristiansand,profil,Per
2023-06-03,1260,Stavanger,profil,Ola
2023-06-03,362,Oslo,innstillinger,Kari
2023-06-03,161,Oslo,profil,Per
2023-06-03,11,Stavanger,profil,Ola
2023-06-03,200,Oslo,profil,Per
2023-06-03,787,Bergen,brukeranmeldelser,Anne
2023-06-03,1431,Bergen,meldinger,Kari
2023-06-03,568,Kristiansand,meldinger,Per
2023-06-04,1179,Kristiansand,meldinger,Anne
2023-06-04,279,Bergen,profil,Nils
2023-06-04,845,Bergen,innstillinger,Nils
2023-06-04,673,Stavanger,profil,Per
2023-06-04,35,Stavanger,profil,Nils
2023-06-04,205,Stavanger,innstillinger,Nils
2023-06-04,728,Kristiansand,innstillinger,Ola
2023-06-04,147,Trondheim,meldinger,Per
2023-06-04,479,Trondheim,innstillinger,Nils
2023-06-05,660,Stavanger,innstillinger,Kari
2023-06-05,1360,Kristiansand,meldinger,Nils
2023-06-05,1424,Stavanger,profil,Ola
2023-06-05,108,Stavanger,meldinger,Kari
2023-06-05,615,Trondheim,brukeranmeldelser,Kari
2023-06-05,1268,Oslo,innstillinger,Kari
2023-06-05,82,Trondheim,innstillinger,Nils
2023-06-05,290,Oslo,brukeranmeldelser,Nils
2023-06-05,325,Bergen,brukeranmeldelser,Ola
2023-06-06,507,Oslo,innstillinger,Kari
2023-06-06,1270,Stavanger,innstillinger,Ola
2023-06-06,607,Trondheim,brukeranmeldelser,Kari
2023-06-06,53,Trondheim,innstillinger,Per
2023-06-06,192,Kristiansand,meldinger,Per
2023-06-06,128,Bergen,brukeranmeldelser,Ola
2023-06-06,851,Trondheim,brukeranmeldelser,Nils
2023-06-06,130,Trondheim,brukeranmeldelser,Anne
2023-06-06,1387,Stavanger,brukeranmeldelser,Anne
2023-06-07,1096,Trondheim,profil,Anne
2023-06-07,1125,Kristiansand,meldinger,Kari
2023-06-07,652,Stavanger,brukeranmeldelser,Nils
2023-06-07,1109,Stavanger,meldinger,Anne
2023-06-07,876,Trondheim,innstillinger,Kari
2023-06-07,1223,Bergen,innstillinger,Per
2023-06-07,626,Trondheim,brukeranmeldelser,Per
2023-06-07,923,Stavanger,innstillinger,Ola
2023-06-08,751,Stavanger,meldinger,Kari
2023-06-08,438,Bergen,profil,Kari
2023-06-08,410,Bergen,meldinger,Kari
2023-06-08,1298,Oslo,profil,Anne
2023-06-08,1243,Trondheim,innstillinger,Ola
2023-06-08,327,Stavanger,profil,Kari
2023-06-08,375,Kristiansand,innstillinger,Kari
2023-06-09,651,Trondheim,brukeranmeldelser,Kari
2023-06-09,45,Oslo,brukeranmeldelser,Nils
2023-06-09,600,Oslo,innstillinger,Nils
2023-06-09,259,Oslo,meldinger,Kari
2023-06-09,365,Trondheim,innstillinger,Per
2023-06-09,1238,Bergen,innstillinger,Nils
2023-06-09,746,Bergen,brukeranmeldelser,Ola
2023-06-09,1077,Trondheim,brukeranmeldelser,Nils
2023-06-09,1187,Stavanger,brukeranmeldelser,Kari
2023-06-09,962,Kristiansand,brukeranmeldelser,Anne
2023-06-09,78,Trondheim,profil,Ola
2023-06-09,617,Kristiansand,innstillinger,Kari
2023-06-09,1269,Bergen,profil,Anne
2023-06-10,216,Oslo,profil,Per
2023-06-10,1008,Bergen,profil,Ola
2023-06-10,390,Bergen,profil,Nils
2023-06-10,819,Oslo,innstillinger,Ola
2023-06-10,948,Bergen,innstillinger,Anne
2023-06-10,912,Trondheim,profil,Anne
2023-06-10,729,Oslo,meldinger,Anne
2023-06-10,477,Oslo,brukeranmeldelser,Per
2023-06-10,290,Trondheim,innstillinger,Nils
2023-06-10,755,Trondheim,meldinger,Kari
2023-06-10,376,Stavanger,innstillinger,Per
2023-06-11,558,Trondheim,meldinger,Kari
2023-06-11,259,Oslo,meldinger,Nils
2023-06-11,303,Oslo,innstillinger,Per
2023-06-11,541,Bergen,innstillinger,Kari
2023-06-11,267,Bergen,profil,Anne
2023-06-11,692,Oslo,meldinger,Nils
2023-06-11,441,Bergen,brukeranmeldelser,Per
2023-06-12,581,Trondheim,brukeranmeldelser,Anne
2023-06-12,606,Oslo,profil,Nils
2023-06-12,32,Kristiansand,innstillinger,Per
2023-06-12,861,Oslo,profil,Kari
2023-06-12,404,Kristiansand,brukeranmeldelser,Anne
2023-06-12,746,Bergen,innstillinger,Nils
2023-06-12,171,Trondheim,meldinger,Per
2023-06-12,421,Bergen,brukeranmeldelser,Nils
2023-06-12,363,Bergen,meldinger,Kari
2023-06-12,579,Bergen,innstillinger,Kari
2023-06-13,1121,Bergen,innstillinger,Nils
2023-06-13,382,Oslo,meldinger,Per
2023-06-13,1208,Trondheim,innstillinger,Nils
2023-06-13,1435,Trondheim,meldinger,Anne
2023-06-13,432,Bergen,brukeranmeldelser,Ola
2023-06-14,415,Kristiansand,profil,Nils
2023-06-14,1076,Bergen,meldinger,Kari
2023-06-14,889,Trondheim,meldinger,Nils
2023-06-14,1410,Bergen,innstillinger,Kari
2023-06-14,28,Stavanger,meldinger,Kari
2023-06-14,1317,Kristiansand,meldinger,Nils
2023-06-14,1090,Stavanger,meldinger,Per
2023-06-14,596,Kristiansand,innstillinger,Kari
2023-06-14,1039,Trondheim,innstillinger,Nils
2023-06-14,8,Kristiansand,brukeranmeldelser,Anne
2023-06-15,326,Oslo,profil,Per
2023-06-15,1431,Kristiansand,innstillinger,Ola
2023-06-15,0,Trondheim,innstillinger,Per
2023-06-15,951,Oslo,profil,Ola
2023-06-15,11,Oslo,innstillinger,Ola
2023-06-15,1391,Stavanger,brukeranmeldelser,Ola
2023-06-15,170,Trondheim,brukeranmeldelser,Nils
2023-06-15,1213,Trondheim,profil,Nils
2023-06-15,657,Stavanger,meldinger,Kari
2023-06-15,1115,Trondheim,innstillinger,Kari
2023-06-15,110,Stavanger,innstillinger,Ola
2023-06-15,480,Oslo,profil,Anne
2023-06-15,322,Kristiansand,brukeranmeldelser,Per
2023-06-16,147,Bergen,profil,Per
2023-06-16,812,Stavanger,meldinger,Per
2023-06-16,972,Oslo,meldinger,Per
2023-06-16,1170,Kristiansand,profil,Kari
2023-06-16,749,Stavanger,innstillinger,Nils
2023-06-16,232,Trondheim,meldinger,Ola
2023-06-16,886,Bergen,innstillinger,Kari
2023-06-16,438,Stavanger,innstillinger,Anne
2023-06-16,698,Trondheim,innstillinger,Ola
2023-06-17,252,Kristiansand,profil,Ola
2023-06-17,126,Kristiansand,profil,Kari
2023-06-17,1366,Stavanger,innstillinger,Anne
2023-06-17,418,Kristiansand,profil,Anne
2023-06-17,839,Kristiansand,profil,Anne
2023-06-17,84,Oslo,brukeranmeldelser,Ola
2023-06-17,662,Trondheim,meldinger,Kari
2023-06-17,918,Trondheim,profil,Nils
2023-06-18,1248,Oslo,meldinger,Nils
2023-06-18,918,Kristiansand,innstillinger,Kari
2023-06-18,1111,Trondheim,profil,Kari
2023-06-18,1158,Stavanger,meldinger,Per
2023-06-18,645,Oslo,brukeranmeldelser,Kari
2023-06-18,108,Kristiansand,profil,Ola
2023-06-18,295,Kristiansand,brukeranmeldelser,Nils
2023-06-18,342,Kristiansand,profil,Anne
2023-06-18,628,Oslo,innstillinger,Anne
2023-06-18,936,Oslo,profil,Per
2023-06-18,296,Oslo,brukeranmeldelser,Kari
2023-06-19,901,Trondheim,profil,Nils
2023-06-19,833,Kristiansand,meldinger,Kari
2023-06-19,1248,Bergen,innstillinger,Kari
2023-06-19,1264,Kristiansand,innstillinger,Anne
2023-06-19,1058,Stavanger,brukeranmeldelser,Ola
2023-06-19,428,Stavanger,profil,Ola
2023-06-19,490,Oslo,innstillinger,Per
2023-06-19,220,Trondheim,brukeranmeldelser,Kari
2023-06-19,527,Oslo,brukeranmeldelser,Kari
2023-06-19,1065,Oslo,profil,Kari
2023-06-20,1425,Oslo,brukeranmeldelser,Per
2023-06-20,44,Bergen,profil,Nils
2023-06-20,872,Bergen,profil,Kari
2023-06-20,541,Stavanger,profil,Ola
2023-06-20,955,Kristiansand,brukeranmeldelser,Anne
2023-06-20,478,Oslo,brukeranmeldelser,Anne
2023-06-20,1160,Stavanger,brukeranmeldelser,Per
2023-06-20,271,Oslo,innstillinger,Kari
2023-06-20,1092,Stavanger,meldinger,Nils
2023-06-20,622,Kristiansand,brukeranmeldelser,Per
2023-06-20,771,Kristiansand,profil,Per
2023-06-20,1212,Trondheim,innstillinger,Ola
2023-06-21,989,Trondheim,meldinger,Nils
2023-06-21,484,Bergen,brukeranmeldelser,Nils
2023-06-21,1187,Stavanger,brukeranmeldelser,Nils
2023-06-21,1097,Oslo,innstillinger,Anne
2023-06-21,198,Stavanger,meldinger,Per
2023-06-21,1174,Bergen,meldinger,Nils
2023-06-21,196,Bergen,innstillinger,Ola
2023-06-21,747,Kristiansand,profil,Ola
2023-06-21,664,Bergen,meldinger,Nils
2023-06-21,731,Trondheim,profil,Per
2023-06-21,1122,Trondheim,profil,Per
2023-06-21,851,Trondheim,profil,Nils
2023-06-21,955,Oslo,innstillinger,Kari
2023-06-22,950,Oslo,meldinger,Kari
2023-06-22,869,Trondheim,brukeranmeldelser,Anne
2023-06-22,1167,Bergen,innstillinger,Kari
2023-06-22,594,Oslo,meldinger,Per
2023-06-22,172,Trondheim,profil,Nils
2023-06-22,545,Oslo,profil,Anne
2023-06-22,913,Oslo,meldinger,Nils
2023-06-22,685,Bergen,meldinger,Kari
2023-06-22,1138,Stavanger,meldinger,Per
2023-06-22,1098,Trondheim,profil,Nils
2023-06-22,687,Trondheim,innstillinger,Nils
2023-06-22,178,Trondheim,meldinger,Anne
2023-06-22,904,Oslo,brukeranmeldelser,Nils
2023-06-23,1335,Trondheim,meldinger,Anne
2023-06-23,386,Trondheim,brukeranmeldelser,Nils
2023-06-23,463,Oslo,meldinger,Anne
2023-06-23,842,Kristiansand,brukeranmeldelser,Per
2023-06-23,689,Kristiansand,brukeranmeldelser,Anne
2023-06-23,382,Trondheim,innstillinger,Ola
2023-06-23,1412,Stavanger,meldinger,Kari
2023-06-23,610,Kristiansand,brukeranmeldelser,Anne
2023-06-23,414,Stavanger,innstillinger,Ola
2023-06-23,662,Bergen,profil,Per
2023-06-23,717,Trondheim,meldinger,Per
2023-06-23,561,Trondheim,profil,Anne
2023-06-24,983,Stavanger,brukeranmeldelser,Nils
2023-06-24,780,Bergen,profil,Ola
2023-06-24,78,Oslo,brukeranmeldelser,Anne
2023-06-24,1121,Kristiansand,meldinger,Per
2023-06-24,764,Trondheim,profil,Ola
2023-06-24,385,Kristiansand,profil,Ola
2023-06-24,1117,Stavanger,brukeranmeldelser,Nils
2023-06-24,756,Kristiansand,innstillinger,Kari
2023-06-24,305,Oslo,meldinger,Per
2023-06-24,1296,Bergen,innstillinger,Per
2023-06-24,596,Oslo,meldinger,Per
2023-06-24,324,Stavanger,innstillinger,Nils
2023-06-24,818,Kristiansand,innstillinger,Ola
2023-06-25,708,Oslo,profil,Per
2023-06-25,264,Stavanger,profil,Kari
2023-06-25,831,Kristiansand,profil,Per
2023-06-25,250,Bergen,meldinger,Ola
2023-06-25,960,Oslo,innstillinger,Ola
2023-06-25,1155,Kristiansand,profil,Anne
2023-06-25,1306,Trondheim,innstillinger,Kari
2023-06-25,160,Bergen,brukeranmeldelser,Anne
2023-06-25,227,Bergen,meldinger,Anne
2023-06-25,873,Kristiansand,innstillinger,Ola
2023-06-25,1041,Oslo,brukeranmeldelser,Nils
2023-06-25,170,Bergen,brukeranmeldelser,Nils
2023-06-25,1102,Trondheim,profil,Per
2023-06-26,865,Stavanger,meldinger,Per
2023-06-26,70,Bergen,meldinger,Per
2023-06-26,1319,Oslo,innstillinger,Per
2023-06-26,493,Stavanger,profil,Ola
2023-06-26,362,Kristiansand,profil,Nils
2023-06-26,520,Stavanger,profil,Kari
2023-06-26,690,Trondheim,profil,Anne
2023-06-26,839,Oslo,brukeranmeldelser,Ola
2023-06-26,535,Oslo,meldinger,Kari
2023-06-26,610,Trondheim,innstillinger,Nils
2023-06-26,125,Trondheim,brukeranmeldelser,Nils
2023-06-26,553,Oslo,meldinger,Per
2023-06-26,1181,Bergen,brukeranmeldelser,Per
2023-06-26,1317,Trondheim,innstillinger,Ola
2023-06-27,568,Bergen,meldinger,Anne
2023-06-27,1137,Oslo,innstillinger,Nils
2023-06-27,852,Kristiansand,brukeranmeldelser,Nils
2023-06-27,178,Trondheim,brukeranmeldelser,Ola
2023-06-27,491,Kristiansand,profil,Kari
2023-06-27,537,Oslo,innstillinger,Anne
2023-06-27,585,Oslo,brukeranmeldelser,Kari
2023-06-27,534,Kristiansand,meldinger,Anne
2023-06-27,107,Kristiansand,innstillinger,Per
2023-06-27,1229,Bergen,profil,Kari
2023-06-27,433,Oslo,brukeranmeldelser,Nils
2023-06-28,1173,Stavanger,brukeranmeldelser,Ola
2023-06-28,437,Bergen,profil,Nils
2023-06-28,210,Kristiansand,brukeranmeldelser,Per
2023-06-28,1302,Kristiansand,meldinger,Per
2023-06-28,1067,Bergen,brukeranmeldelser,Kari
2023-06-28,974,Kristiansand,meldinger,Anne
2023-06-28,703,Oslo,brukeranmeldelser,Kari
2023-06-28,1153,Oslo,innstillinger,Per
